identityKey,院校名称,院校专业组代码,专业代码,专业名称,专业类,规范专业类,风险等级,标色建议,组内核心簇,风险说明_严格版
310906+26,北京化工大学,310906,26,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,自动化仪器控制；计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310906+27,北京化工大学,310906,27,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,自动化仪器控制；计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310103+10,北京大学,310103,10,文科试验班类,文科试验班类,文科试验班类,蓝色待拆解,蓝色,文史哲法社,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310104+11,北京大学,310104,11,文科试验班类,文科试验班类,文科试验班类,蓝色待拆解,蓝色,文史哲法社,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310104+22,北京大学,310104,22,人文科学试验班,人文科学试验班类,人文科学试验班类,蓝色待拆解,蓝色,文史哲法社,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310104+24,北京大学,310104,24,文科试验班类,文科试验班类,文科试验班类,蓝色待拆解,蓝色,文史哲法社,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310104+25,北京大学,310104,25,文科试验班类,文科试验班类,文科试验班类,蓝色待拆解,蓝色,文史哲法社,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310106+33,北京大学,310106,33,理科试验班类,理科试验班类,理科试验班类,蓝色待拆解,蓝色,地矿地球物理,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310107+35,北京大学,310107,35,工科试验班类,工科试验班类,工科试验班类,蓝色待拆解,蓝色,地矿地球物理,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310107+46,北京大学,310107,46,理科试验班类,理科试验班类,理科试验班类,蓝色待拆解,蓝色,地矿地球物理,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310107+48,北京大学,310107,48,理科试验班类,理科试验班类,理科试验班类,蓝色待拆解,蓝色,地矿地球物理,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310107+49,北京大学,310107,49,理科试验班类,理科试验班类,理科试验班类,蓝色待拆解,蓝色,地矿地球物理,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310107+50,北京大学,310107,50,理科试验班类,理科试验班类,理科试验班类,蓝色待拆解,蓝色,地矿地球物理,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310701+01,北京理工大学,310701,01,社会科学试验班,社会科学试验班类,社会科学试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310701+02,北京理工大学,310701,02,社会科学试验班,社会科学试验班类,社会科学试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310702+03,北京理工大学,310702,03,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310704+05,北京理工大学,310704,05,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,机械智能制造,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310704+06,北京理工大学,310704,06,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,机械智能制造,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310704+07,北京理工大学,310704,07,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,机械智能制造,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310704+08,北京理工大学,310704,08,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,机械智能制造,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310704+09,北京理工大学,310704,09,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,机械智能制造,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310704+10,北京理工大学,310704,10,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,机械智能制造,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310704+11,北京理工大学,310704,11,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,机械智能制造,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310704+12,北京理工大学,310704,12,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,机械智能制造,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310704+13,北京理工大学,310704,13,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,机械智能制造,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310801+02,北京科技大学,310801,02,社会科学试验班,社会科学试验班类,社会科学试验班类,蓝色待拆解,蓝色,文史哲法社,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310804+08,北京科技大学,310804,08,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,材料,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310805+09,北京科技大学,310805,09,工科试验班类,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310806+10,北京科技大学,310806,10,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310808+18,北京科技大学,310808,18,工科试验班类,工科试验班类,工科试验班类,蓝色待拆解,蓝色,机械智能制造；计算机软件；电子信息集成电路；自动化仪器控制,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310601+01,北京航空航天大学,310601,01,社会科学试验班,社会科学试验班类,社会科学试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310602+02,北京航空航天大学,310602,02,工科试验班类,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310602+03,北京航空航天大学,310602,03,理科试验班类,理科试验班类,理科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310603+04,北京航空航天大学,310603,04,工科试验班类,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310603+08,北京航空航天大学,310603,08,工科试验班类,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310603+09,北京航空航天大学,310603,09,工科试验班类,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310603+10,北京航空航天大学,310603,10,工科试验班类,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310603+11,北京航空航天大学,310603,11,工科试验班类,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310603+12,北京航空航天大学,310603,12,工科试验班类,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310603+13,北京航空航天大学,310603,13,理科试验班类,理科试验班类,理科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310604+14,北京航空航天大学,310604,14,工科试验班类,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
310605+15,北京航空航天大学,310605,15,工科试验班类,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
311302+02,北京邮电大学,311302,02,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210403+18,华东理工大学,210403,18,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,材料,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210403+19,华东理工大学,210403,19,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,材料,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210403+20,华东理工大学,210403,20,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,材料,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210403+21,华东理工大学,210403,21,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,材料,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
540203+14,华南理工大学,540203,14,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,化工轻纺；环境安全生态,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
540204+17,华南理工大学,540204,17,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,自动化仪器控制；计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
540204+18,华南理工大学,540204,18,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,自动化仪器控制；计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
540204+20,华南理工大学,540204,20,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,自动化仪器控制；计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
540205+24,华南理工大学,540205,24,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
540205+25,华南理工大学,540205,25,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
540205+26,华南理工大学,540205,26,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
540206+30,华南理工大学,540206,30,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,电气电力；电子信息集成电路；计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
540206+31,华南理工大学,540206,31,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,电气电力；电子信息集成电路；计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
540207+34,华南理工大学,540207,34,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
540207+35,华南理工大学,540207,35,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
110103+05,南京大学,110103,05,人文科学试验班,人文科学试验班类,人文科学试验班类,蓝色待拆解,蓝色,文史哲法社,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
110103+06,南京大学,110103,06,社会科学试验班,社会科学试验班类,社会科学试验班类,蓝色待拆解,蓝色,文史哲法社,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
110103+07,南京大学,110103,07,经济管理试验班,经济管理试验班类,经济管理试验班类,蓝色待拆解,蓝色,文史哲法社,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
110107+23,南京大学,110107,23,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
110107+24,南京大学,110107,24,理科试验班类,理科试验班类,理科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
110107+25,南京大学,110107,25,理科试验班类,理科试验班类,理科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
110107+26,南京大学,110107,26,技术科学试验班,技术科学试验班类,技术科学试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
110109+28,南京大学,110109,28,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
110109+29,南京大学,110109,29,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
110111+36,南京大学,110111,36,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,计算机软件；电子信息集成电路,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
110111+44,南京大学,110111,44,技术科学试验班,技术科学试验班类,技术科学试验班类,蓝色待拆解,蓝色,计算机软件；电子信息集成电路,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
110111+45,南京大学,110111,45,理科试验班类,理科试验班类,理科试验班类,蓝色待拆解,蓝色,计算机软件；电子信息集成电路,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
110111+47,南京大学,110111,47,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件；电子信息集成电路,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
110111+48,南京大学,110111,48,理科试验班类,理科试验班类,理科试验班类,蓝色待拆解,蓝色,计算机软件；电子信息集成电路,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
110112+49,南京大学,110112,49,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,环境安全生态,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
110112+51,南京大学,110112,51,理科试验班类,理科试验班类,理科试验班类,蓝色待拆解,蓝色,环境安全生态,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
320104+09,南开大学,320104,09,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
320104+10,南开大学,320104,10,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
320104+11,南开大学,320104,11,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
320104+12,南开大学,320104,12,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
320104+13,南开大学,320104,13,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
320104+14,南开大学,320104,14,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
320104+15,南开大学,320104,15,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
320104+16,南开大学,320104,16,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
241102+02,厦门大学,241102,02,人文科学试验班,人文科学试验班类,人文科学试验班类,蓝色待拆解,蓝色,文史哲法社；商科管理,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
241107+23,厦门大学,241107,23,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,物理力学大气海洋,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
241107+25,厦门大学,241107,25,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,物理力学大气海洋,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
241107+27,厦门大学,241107,27,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,物理力学大气海洋,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
241107+28,厦门大学,241107,28,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,物理力学大气海洋,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
241107+29,厦门大学,241107,29,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,物理力学大气海洋,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
241108+31,厦门大学,241108,31,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,数学统计天文,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
241108+34,厦门大学,241108,34,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,数学统计天文,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
241108+35,厦门大学,241108,35,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,数学统计天文,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
241108+36,厦门大学,241108,36,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,数学统计天文,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
420105+06,吉林大学,420105,06,人文科学试验班,人文科学试验班类,人文科学试验班类,蓝色待拆解,蓝色,文史哲法社,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
420123+71,吉林大学,420123,71,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
420125+74,吉林大学,420125,74,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210201+01,同济大学,210201,01,人文科学试验班,人文科学试验班类,人文科学试验班类,蓝色待拆解,蓝色,法学公安,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210204+06,同济大学,210204,06,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,地矿地球物理,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210204+07,同济大学,210204,07,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,地矿地球物理,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210204+08,同济大学,210204,08,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,地矿地球物理,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210205+10,同济大学,210205,10,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210205+11,同济大学,210205,11,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210205+12,同济大学,210205,12,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210205+13,同济大学,210205,13,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210207+15,同济大学,210207,15,医学试验班,医学试验班类,医学试验班类,蓝色待拆解,蓝色,医学医工,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210207+16,同济大学,210207,16,医学试验班,医学试验班类,医学试验班类,蓝色待拆解,蓝色,医学医工,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210208+18,同济大学,210208,18,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210208+19,同济大学,210208,19,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
430101+01,哈尔滨工业大学,430101,01,经济管理试验班,经济管理试验班类,经济管理试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
430102+02,哈尔滨工业大学,430102,02,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
430102+03,哈尔滨工业大学,430102,03,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
430109+10,哈尔滨工业大学,430109,10,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,其他/未归类,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
430109+11,哈尔滨工业大学,430109,11,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,其他/未归类,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
430109+12,哈尔滨工业大学,430109,12,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,其他/未归类,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
430109+15,哈尔滨工业大学,430109,15,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,其他/未归类,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
430109+16,哈尔滨工业大学,430109,16,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,其他/未归类,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
430109+17,哈尔滨工业大学,430109,17,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,其他/未归类,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
430109+18,哈尔滨工业大学,430109,18,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,其他/未归类,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
266201+01,哈尔滨工业大学(威海),266201,01,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
266203+03,哈尔滨工业大学(威海),266203,03,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
266203+05,哈尔滨工业大学(威海),266203,05,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
266204+06,哈尔滨工业大学(威海),266204,06,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
266204+07,哈尔滨工业大学(威海),266204,07,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
541801+01,哈尔滨工业大学(深圳),541801,01,经济管理试验班,经济管理试验班类,经济管理试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
541802+02,哈尔滨工业大学(深圳),541802,02,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,数学统计天文,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
541802+03,哈尔滨工业大学(深圳),541802,03,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,数学统计天文,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
541803+05,哈尔滨工业大学(深圳),541803,05,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
541803+06,哈尔滨工业大学(深圳),541803,06,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,待拆解/试验班,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
610102+06,四川大学,610102,06,人文科学试验班,人文科学试验班类,人文科学试验班类,蓝色待拆解,蓝色,文史哲法社；公管服务旅游,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
610114+33,四川大学,610114,33,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,医学医工,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
610114+36,四川大学,610114,36,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,医学医工,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
610114+37,四川大学,610114,37,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,医学医工,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
610114+40,四川大学,610114,40,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,医学医工,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
610114+42,四川大学,610114,42,医学试验班,医学试验班类,医学试验班类,蓝色待拆解,蓝色,医学医工,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210103+07,复旦大学,210103,07,社会科学试验班,社会科学试验班类,社会科学试验班类,蓝色待拆解,蓝色,文史哲法社,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210104+15,复旦大学,210104,15,社会科学试验班,社会科学试验班类,社会科学试验班类,蓝色待拆解,蓝色,文史哲法社,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210104+16,复旦大学,210104,16,社会科学试验班,社会科学试验班类,社会科学试验班类,蓝色待拆解,蓝色,文史哲法社,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210105+20,复旦大学,210105,20,经济管理试验班,经济管理试验班类,经济管理试验班类,蓝色待拆解,蓝色,环境安全生态,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210105+26,复旦大学,210105,26,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,环境安全生态,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210105+27,复旦大学,210105,27,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,环境安全生态,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210105+28,复旦大学,210105,28,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,环境安全生态,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210105+29,复旦大学,210105,29,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,环境安全生态,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210107+32,复旦大学,210107,32,经济管理试验班,经济管理试验班类,经济管理试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210107+33,复旦大学,210107,33,理科试验班,理科试验班类,理科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210107+38,复旦大学,210107,38,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210107+39,复旦大学,210107,39,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210107+40,复旦大学,210107,40,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210107+41,复旦大学,210107,41,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210107+42,复旦大学,210107,42,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
210107+44,复旦大学,210107,44,工科试验班,工科试验班类,工科试验班类,蓝色待拆解,蓝色,计算机软件,试验班/大类招生/预科/港校专业类，必须拆到具体专业后再判断。
